Text,Language,Label
"@b969921dc59b4c6 @sharapooh22 @PlayApex Go to Cap City and look straight up. There are three dots that look like possible drop pod thrusters, nobody knows what it is, but the third stage is supposed to happen today. There's also Hammond future work sites, and things in Sorting Factory are messed up (the grates)",en,uncertainty
"@asreenalii Bzhi bzhi lagall toya, tosh zor sar la xow tek maya baxwa hamuy fshaya xow qalaq maka darajay bashish aheny u law shwenash war agirey ka atawe.",in,litigious
@allcaplena Hi I will be in class till almost 10 today tomorrow and Thursday 🙃,en,uncertainty
"one eat, we all eat &amp; that’s law. so many of y’all have no sense of community. we should start with wanting to just share some of what we have with others.",en,litigious
im SO EXCITED for my bday imma drive my ass to my besties house and listen to my stoner music im so hyped🙏 ONE week.... ONE (1),en,positive
@ChrisTrillion @AlecHolloway2 @TheNewGuy123321 @GameSpot Rightttt lost interest my ass I actually ignored you and you kept replying lol keep thinking that sunshine lol,en,negative
@Nakednigganuggs @imanimb__ @ZackryPaul @JochebedSule @shannonsharpeee Duh nigga but it’s safer for the kids to grow up learning how to swim and it’s sad seeing so many drown each year bc they don’t know how it works or was unsupervised or fell or some bullshit lmao it’s safer to know than not know like your mindset is flawed,en,negative
had one of these little guys in my dream last night?? taking it as a sign…of what? who knows https://t.co/8kSl6iTcVh,en,positive
@KafirCentral @angileonardo220 2/2 .... can even be questioned has to be a greatly flawed concept. Enforcing mostly poorly educated (although worringly not always) people into such a 'belief system' in which barbaric punishments are still justified is wrong an brings untold power &amp; often wealth to a few.,en,negative
"@Galantias1 What settlement did I report? 

Also, report me. 

I've only been here 4 months doing my job which the Ukraine Army credentialed me for.",en,litigious
@DavidEdwards Sooner rather than later people are going to tire of the lies....and the outright BS.  God is my witness!,en,litigious
"For the Japanese government, the responsible thing to do in handling the aftermath of the accident at the Fukushima Daiichi nuclear power plant would be to offer compensations, decommission the damaged reactors and properly dispose of the nuclear-contaminated water. https://t.co/0CXDRPx7e5",en,negative
"@BallifyNBA But, based on the NEEDS TO F THE TEAM, Wall not playing for the Rockets was a HUGE NEGATIVE. 

Plus, it’s why they just traded him. 

The Lakers were set up improperly, and y’all wanna blame Russ cuz it’s easier to do then blame AD 💯",en,positive
"What's that, you think voting will make everything alright and you trust other people to solve your problems for you?

You're dumber than the crack of my ass. https://t.co/oDwiAQDXdx",en,negative
The video was awful to watch. The poor girl. https://t.co/MlCLRmzHK2,en,negative
@violetrose1109 Wowooooooo like I said just look at this angel smile while his bear looking at him with so much love they are really perfect together again thanks to that amazing man p'new for putting them together for us fans with amazing story stay safe boys and make sure to thank p'new 😊,en,positive
"@bichieeee You lost ""one yoruba guy"" contact too abi una dey date now?",en,negative
@ChrisMartin17 My sister sent me this and I almost yelled at her for giving me no warning.,en,uncertainty
@KendrasUsername And probably looks like a broken thumb.,en,negative
"@ShaulDavidUK Not a fan of business insider, a lot of poor research based on opinion rather than facts. Their tune changes based on whose humming to their paycheck...",en,negative
My-Eurous - Social affiliate program - get from $1000 per month without risks and investments https://t.co/TbMu9grs0I,en,uncertainty
"Even in the craziest of my novels, which remember have featured a US President engaged in criminal/treasonous acts, I never had him physically attack his own Secret Service bodyguard and try to take control of the limo so he could lead an armed mob on Congress. 😳",en,litigious
"Using #public #WiFi networks can pose huge #security #risks. Read how you can access an unsecured WiFi #hotspot safely.

Tap: https://t.co/5XaTeLWohn

#onlinesecurity #hackers #threats #cybercrime https://t.co/ku2IoNgapI",en,uncertainty
@deepfrymyballs @CoreySelby2 @JcTheGxD @charlieINTEL “I woUld’Ve LauGhed MayBe 3 yeArs AgO”,en,uncertainty
"A sneak peek into another collaboration coming your way — @womenindesign_in x @socialinnovationstudio

What could it be? A hint is in the post above. Any guesses?

#womenindesignindia #womenownedbusinesses #womenempoweringwomen #womenindesign #widin #socialinnovation #innovation https://t.co/FutOrlgHdj",en,positive
"@Zoyx @c3po2011g @ggreenwald How is eugenic elimination of poor and minorities and only babies for wealthy people ""helping"" the poor exactly?",en,negative
Minhas best 🥰✌ https://t.co/lQzDvy6Y7F,pt,positive
Wow 3.2 billion people and still poor as shit https://t.co/YkFM6lLG0D,en,negative
@claudebrainrot Same but i never practice so 😔 i believe in u cyan u always look for ways to improve,en,positive
@AnwarIndian__ 👌👌,und,negative
Only problems I want in life https://t.co/0hMGzE05RO,en,negative
"@somedudeimus210 @zbigalke @BenColaWebs @AlanRMacLeod I also didn't say anything about states...Do not take this the wrong way but If you are going tweet a response,please make sure you read my tweets thoroughly. ThAnK yOu",en,negative
YOU attempted to strong arm the GA AG!! You said you were done after Jan 6 21!! You lost clarity after meeting with your Fuhrer. Your complicit in crimes!! No one wants to hear from you. We just want to see you in PRISON. https://t.co/GpcveOdTJe https://t.co/WloLoewDFj,en,negative
"BULLSHIT!!!

It was NO ACCIDENT...

@RepMaryMiller HAPPILY YELLED the quiet part out loud (this is EXACTLY what she thinks) &amp; is now DESPERATELY trying to walk back her BLATANT RACISM.

@RepMaryMiller is a RACIST!!!

#RepMaryMillerIsARacist

https://t.co/5qlYbSKGgj",en,negative
@KaJoachim @funjojr @ReganTesha_ @chapo255 @incredible_nory Ahahhahhaha kubaabeki dabo kiki hapana,tl,positive
"@SteveDavis90 @TotalSoccerShow @FCDallas @USMNT @SoccerByIves Yeah. With how much we as a soccer culture look to hype up the next big thing, it's pretty incredible how little Jesus has been talked about. And maybe it's just because he didn't play for the youth teams, but still.",en,uncertainty
"Your World is Wrecked•Trash and these Words are like the “Jaws of Life”, so: Stop crying about It and just get out of the fucking Broken World, because: You’re all going to die in that World and I’ve got a Brand New World, waiting as if I was the “AAA” Insurance Representative.",en,negative
@abruhmomento @MAXIMISED13 @CHAMPION316 @DeityFluttershy @mrpyo1 All my mates and I all have one in the UK and none of us paid scalpers. It's definitely getting easier to get one if you try,en,positive
"The victim is Luke Atmey
The murderer is Taifu Toneido
 The defendant is Trucy Wright
The witness is Bruto Cadaverini
The defense attorney and co-counsel are Winfred Kitaki and Lisa Basil
The prosecutor is Matt Engarde
The judge is Lauren Paups",en,litigious
"His presence doesn’t depend on your performance 

but the performance of JESUS at the Cross!

You can come to Him broken, flawed, at the end of yourself

&amp; He’ll meet you every time 

Run to Jesus!",en,negative
@adelefever30 It happened babes you weren't in a dream😂,en,positive
"(Dupray, Jonathan) crushed their toe in an accident involving a phone, the treatment I recommend is just take some Advil",en,negative
Family Tree https://t.co/KJCVZTzrxN via @YouTube@POTUS@FOXNEWS@NBC@WWW.TWITTER.COM@STARGATECOMMAND: PROMISE TO STILL MIND LISTEN TESTS EXAMS WITH ALL USA NATO G7 195 NATION LEADERS HOLLYWOOD USA THAT DOES HELP LT. JESSICA BURKE SG1 SOLDIERS AXIS GET BY LEGAL VISAS CHANNELS ONLY!,en,litigious
"@NETH3RPAND4S As a russian and Ukrainian, I’m a bit confused by this. There’s a lot of reasons to hate dream, but this is a dumb one. You hate him because he hasn’t spoken about a war across the world from him that doesn’t affect him at all? Sure it’s nice for people to speak out but why",en,positive
@skruse21 @ActivitiesEpj I heard that both sides could not come to an agreement so unfortunately Myles will not be doing the play-by-play for Dak XII vs NEC Conference Clash. Maybe next year! https://t.co/aVxWa15geJ,en,uncertainty
@AussieNftGuy @DuppiesNFT I’m poor,en,negative
@JoAnntheBlessed @MonetPainter @SundaeDivine @77SunnyAndClear Then how come they are releasing photoshpped pictures? Seems to me it would be easier just to get a few snaps of the reality rather than have someone do do a shitty job w/photoshop.,en,positive
"@shawncypress1 @monkeyjoe @GrChZebo @JoJoFromJerz @7Veritas4 Same could be said about you. Jesus was black, Jewish, and helped the poor. He did everything you wouldn't. You'd be among the first to crucify him again.",en,negative
"@EmilioHispanic @DannaPaolaAcces @mailomarcos @dannapaola PERFECT HARMONY Emilio con gorrito 

#DannaPaola #EmilioOsorio #KCAMexico (@mailomarcos)",es,positive
@MIM_Innovation @MaudBregeon https://t.co/MMeutu1kcs,qme,positive
"@mojonewel @GregWestTexas @LTCDC1 @SDNYnews @JimSwiftDC ""The walls are closing in!!""
""We've got him now!!""
""Just wait until the Mueller report!""
""It wasn't a perfect call!""
They're going to release the Russian pee tape!""

🤡",en,positive
other plans are viable and it’s high time we remembered the exit doors lead somewhere,en,uncertainty
